Freq.	S11(v1)	S12(v1)	S21(v1)	S22(v1)
1.94088587759284e+007	(-3.80102614086939e+001dB,7.44613323292556e+001°)	(-2.86664505869028e-002dB,-6.96438395109744e-001°)	(-2.86664505868999e-002dB,-6.96438395109743e-001°)	(-3.80102614086940e+001dB,7.44613323292565e+001°)
1.95884467350605e+007	(-3.79344711244858e+001dB,7.45584747917470e+001°)	(-2.87311927219819e-002dB,-7.02877628491700e-001°)	(-2.87311927219848e-002dB,-7.02877628491700e-001°)	(-3.79344711244858e+001dB,7.45584747917471e+001°)
1.97696964011192e+007	(-3.78586220244698e+001dB,7.46548275212184e+001°)	(-2.87963998249531e-002dB,-7.09376368359939e-001°)	(-2.87963998249541e-002dB,-7.09376368359940e-001°)	(-3.78586220244716e+001dB,7.46548275212151e+001°)
1.99526231496894e+007	(-3.77827149430339e+001dB,7.47503941479286e+001°)	(-2.88620771307279e-002dB,-7.15935164059060e-001°)	(-2.88620771307289e-002dB,-7.15935164059060e-001°)	(-3.77827149430352e+001dB,7.47503941479263e+001°)
2.01372424986245e+007	(-3.77067507040736e+001dB,7.48451783008667e+001°)	(-2.89282299545537e-002dB,-7.22554569993655e-001°)	(-2.89282299545508e-002dB,-7.22554569993655e-001°)	(-3.77067507040725e+001dB,7.48451783008707e+001°)
2.03235701093628e+007	(-3.76307301210739e+001dB,7.49391836068308e+001°)	(-2.89948636932043e-002dB,-7.29235145673473e-001°)	(-2.89948636932072e-002dB,-7.29235145673473e-001°)	(-3.76307301210733e+001dB,7.49391836068318e+001°)
2.05116217882563e+007	(-3.75546539972848e+001dB,7.50324136912856e+001°)	(-2.90619838300527e-002dB,-7.35977455760544e-001°)	(-2.90619838300488e-002dB,-7.35977455760543e-001°)	(-3.75546539972853e+001dB,7.50324136912876e+001°)
2.07014134879110e+007	(-3.74785231257813e+001dB,7.51248721764471e+001°)	(-2.91295959342864e-002dB,-7.42782070117048e-001°)	(-2.91295959342844e-002dB,-7.42782070117049e-001°)	(-3.74785231257802e+001dB,7.51248721764509e+001°)
2.08929613085410e+007	(-3.74023382895116e+001dB,7.52165626795356e+001°)	(-2.91977056604906e-002dB,-7.49649563852051e-001°)	(-2.91977056604945e-002dB,-7.49649563852052e-001°)	(-3.74023382895115e+001dB,7.52165626795367e+001°)
2.10862814993335e+007	(-3.73261002614731e+001dB,7.53074888138572e+001°)	(-2.92663187541009e-002dB,-7.56580517369223e-001°)	(-2.92663187540989e-002dB,-7.56580517369224e-001°)	(-3.73261002614740e+001dB,7.53074888138566e+001°)
2.12813904598278e+007	(-3.72498098047704e+001dB,7.53976541869176e+001°)	(-2.93354410506303e-002dB,-7.63575516415865e-001°)	(-2.93354410506284e-002dB,-7.63575516415865e-001°)	(-3.72498098047716e+001dB,7.53976541869166e+001°)
2.14783047413060e+007	(-3.71734676727385e+001dB,7.54870623998232e+001°)	(-2.94050784777180e-002dB,-7.70635152133285e-001°)	(-2.94050784777170e-002dB,-7.70635152133286e-001°)	(-3.71734676727386e+001dB,7.54870623998230e+001°)
2.16770410481976e+007	(-3.70970746089864e+001dB,7.55757170462742e+001°)	(-2.94752370559878e-002dB,-7.77760021102208e-001°)	(-2.94752370559849e-002dB,-7.77760021102208e-001°)	(-3.70970746089865e+001dB,7.55757170462749e+001°)
2.18776162394962e+007	(-3.70206313475674e+001dB,7.56636217126198e+001°)	(-2.95459229025398e-002dB,-7.84950725395877e-001°)	(-2.95459229025389e-002dB,-7.84950725395877e-001°)	(-3.70206313475665e+001dB,7.56636217126232e+001°)
2.20800473301897e+007	(-3.69441386130213e+001dB,7.57507799759006e+001°)	(-2.96171422298671e-002dB,-7.92207872629830e-001°)	(-2.96171422298632e-002dB,-7.92207872629830e-001°)	(-3.69441386130234e+001dB,7.57507799758970e+001°)
2.22843514927037e+007	(-3.68675971205526e+001dB,7.58371954055677e+001°)	(-2.96889013528766e-002dB,-7.99532076010733e-001°)	(-2.96889013528747e-002dB,-7.99532076010733e-001°)	(-3.68675971205531e+001dB,7.58371954055687e+001°)
2.24905460583585e+007	(-3.67910075760162e+001dB,7.59228715594357e+001°)	(-2.97612066831904e-002dB,-8.06923954389654e-001°)	(-2.97612066831875e-002dB,-8.06923954389654e-001°)	(-3.67910075760163e+001dB,7.59228715594375e+001°)
